"Run","Bias","CI_Coverage","Gelman_rho","Gelman_log_kappa","Gelman_S1","Gelman_P1","Runtime"
451,3.13937222222268,0.937777777777778,1.00071982997456,1.00072094780014,1.00017513356943,1.0001612916377,51.763
452,-2.76644722222267,0.937777777777778,0.999903823641341,1.00025895801373,1.00069166786444,1.00020578156162,51.355
453,2.39652222222239,0.955555555555556,1.00051158901342,0.999954615238809,0.999787513399364,0.999958639982869,52.5500000000001
454,-0.653477777777462,0.973333333333333,1.00103679134137,1.00055422976723,1.00124197760519,1.00030907383444,52.16
455,-0.94265555555704,0.928888888888889,0.999950495373355,0.999877059648081,1.00069877523123,1.00035000355428,52.273
456,-3.81124999999912,0.942222222222222,1.00142655418668,1.0003929185163,1.00057478848946,1.00007351159416,53.304
457,-0.510491666664964,0.96,1.00034686415159,1.00009333940639,0.999891269889814,0.999838167693924,54.002
458,3.1556333333345,0.946666666666667,1.0007668837014,1.0001133181531,0.999977548500314,0.999956408396799,51.919
459,-0.714786111111786,0.955555555555556,1.00015994914784,1.00066913138859,1.00081038937477,1.00073247431997,52.134
460,-2.08401666666681,0.942222222222222,1.0004243678396,1.00055515900141,0.999892720070578,1.0002682109562,52.082
461,3.81338611111246,0.942222222222222,1.00034591346248,1.00090316848129,1.00069505004659,1.00035782865432,52.196
462,-1.41198611111159,0.942222222222222,1.00201985477722,0.999937765047795,0.999924836691369,1.0002557335259,52.186
463,-2.08379722222202,0.924444444444444,1.00025802983423,1.00057346499383,0.999920164319508,0.999736145413071,52.0650000000001
464,3.02191111111261,0.968888888888889,0.999718823075773,1.00056450734207,1.0004196395006,1.00028490131736,51.83
465,1.63411388888866,0.911111111111111,1.00036381267445,1.00034909171546,1.00166840709363,0.999918249463477,51.425
466,4.3131805555566,0.951111111111111,1.00009384654405,0.999861357403856,1.00068425551313,1.00025893009843,52.039
467,2.87918055555575,0.968888888888889,1.00155906274516,1.00022835443443,1.0016558160043,1.00013080671098,52.285
468,6.27278611111133,0.946666666666667,0.999827186320492,1.00057641442001,1.00053814860353,0.999857454467309,52.628
469,-3.83352499999977,0.96,1.0020102762861,1.00009766897568,1.0004265082815,1.00016455484076,51.763
470,-3.89335000000016,0.955555555555556,1.00016221147405,0.9999705804469,1.00004380205547,1.0000218233976,52.491
471,-5.04208888888945,0.942222222222222,0.99979080704032,1.00038354565235,1.00008476875589,0.999797751233936,52.038
472,-3.55909444444582,0.928888888888889,1.00018155818725,0.999739108814631,1.00068288345035,1.0001103600528,52.047
473,-5.474533333332,0.928888888888889,1.00102263854699,1.00011765822005,1.00178485216974,1.00106824838392,52.452
474,2.04608333333335,0.951111111111111,1.00102705311975,0.999992837482475,1.00002498399394,1.00032802045166,51.84
475,2.23693055555316,0.968888888888889,1.00034646456333,0.999868193483677,1.00027746747606,0.99970566510321,52.044
476,1.89844444444277,0.937777777777778,1.00026482703878,0.99991695598612,1.0004471872482,1.00063757240102,51.93
477,-0.788691666666541,0.968888888888889,1.00185147259078,1.00015644180869,1.00003425945644,0.999828931818164,52.544
478,2.40410555555793,0.982222222222222,1.00010647956624,1.00015523641086,1.00049844881253,1.00034525402836,53.126
479,4.28934166666757,0.937777777777778,1.0005572437228,0.999939965110337,1.00032070664208,1.00099216285973,54.098
480,0.278136111113711,0.946666666666667,1.00235594827265,0.999974200343197,1.00014848125988,1.00094670564691,51.994
481,-0.556266666666644,0.906666666666667,1.00016584985816,1.0004422114557,1.00001187458063,0.999748382007682,53.129
482,-4.79656944444494,0.937777777777778,1.00054007879075,0.999995113569221,0.999719628006765,0.999811810881214,54.034
483,5.62967777777824,0.964444444444444,1.00004906466008,0.999880764232417,1.00065991135654,1.00016027329065,53.014
484,-4.13029722222144,0.96,1.00275454253228,1.00010930056218,0.999845651257322,1.00047258951367,53.259
485,-0.604308333333583,0.924444444444444,1.00082545435463,1.00013270540827,0.999763248157834,1.00027196880468,51.873
486,-5.13766111111195,0.96,0.999919126850947,1.00041947405875,0.999945946869771,1.00081975515162,53.13
487,0.347908333331857,0.96,1.00017527306633,0.999723411053417,1.00038566977696,1.00060844778594,53.287
488,0.541966666665155,0.942222222222222,1.00154743806422,1.00014271929792,1.00045160271065,1.00076777593128,52.921
489,-4.39416944444252,0.964444444444444,1.00066231764239,0.999860076791168,1.00056396750639,1.00050152141314,53.948
490,3.95467222222266,0.951111111111111,1.00011439019157,0.99985031990234,1.00028736784563,0.999806422731628,52.039
491,-5.57667777777796,0.951111111111111,0.99976399927623,1.00040367799204,0.999833471985702,1.00007087073663,52.837
492,-1.08506666666756,0.924444444444444,1.00346396817446,1.00164933188142,1.00090266172772,0.999792023131218,53.804
493,-2.04503611111344,0.982222222222222,1.00224151274882,1.00075171006562,1.000444227678,1.00040399557823,53.025
494,-0.126224999999171,0.955555555555556,1.00017237856455,0.999756875139927,1.00016175657886,1.00105572998785,54.332
495,-4.83327500000197,0.968888888888889,1.00093327533095,1.00018544620118,1.00025797206799,1.00004979676123,52.58
496,-2.09469444444543,0.933333333333333,0.999913543338774,1.00047202228589,1.00117613997353,0.999998546186586,53.054
497,8.81428888888841,0.96,1.00070356583105,1.00036393073811,1.00016048786052,1.00016900788029,54.21
498,7.60506944444496,0.924444444444444,1.00061927928935,1.00024144559572,1.00072116965223,1.00011173762621,53.198
499,-4.72820277777795,0.942222222222222,1.00027209831112,1.00017428925694,1.00059502845397,1.00020703495366,53.958
500,-2.73607222222252,0.964444444444444,0.999905917191097,1.00009708127549,1.00037015278502,0.999880950779148,52.547
