"Run","Bias","CI_Coverage","Gelman_rho","Gelman_log_kappa","Gelman_S1","Gelman_P1","Runtime"
251,4.00922222222185,0.942222222222222,1.00163987458451,0.999821373711507,0.9998893479166,1.00014110346214,52.846
252,-2.31759722222275,0.977777777777778,1.0008509361904,1.00048009646539,0.999765172159084,1.00022020159166,53.9
253,-2.79577222222126,0.942222222222222,1.00011420590252,1.0001766723089,1.00092952863273,1.0003183978796,52.9259999999999
254,0.400597222222011,0.96,1.00063913430339,1.00082091501978,1.00002738915391,1.00011257399291,52.727
255,-3.41998888888891,0.951111111111111,1.00083874931891,1.00027186454758,1.00087031784694,1.00092771569624,52.361
256,-0.042386111109083,0.933333333333333,1.0000523694355,1.00017336835808,1.00017442666505,1.00028666625541,53.115
257,-4.70250277777909,0.928888888888889,1.00083123290791,1.0001875324816,1.00052576089922,0.999777495215865,53.61
258,-7.35181388889003,0.942222222222222,1.0004991848153,0.999998795468661,0.9999292029585,1.00028696871838,52.902
259,1.82971388888628,0.928888888888889,1.00097669972838,1.00001126172712,1.00004695492772,0.99996614634951,52.859
260,-2.20525833333387,0.942222222222222,1.0018438369091,1.00088517131444,1.00040942131881,0.999947887909545,53.62
261,2.10478611111266,0.946666666666667,1.00010778255416,0.999855297917897,1.00050473092297,1.00036531095989,52.98
262,-0.810236111110927,0.955555555555556,1.00082220075421,0.99996236673471,1.00076544277113,0.999912450068408,53.873
263,1.4612027777786,0.946666666666667,1.00237938362854,1.00016913149866,1.00010496708137,0.999964122751824,52.896
264,-2.49548055555439,0.973333333333333,1.00057630093113,1.00025347739779,1.00014818230654,1.00061420950794,52.784
265,-0.59234166666688,0.968888888888889,1.0000232591195,0.999836109339248,1.00028260275761,0.999956353904387,52.522
266,-0.912827777778062,0.928888888888889,1.00155250416162,1.00026182390747,1.00056382132855,0.999768494063347,52.718
267,2.51893611111149,0.968888888888889,1.00051571280712,0.999761686614206,1.00100142901394,1.00038723776311,53.301
268,1.71751111111021,0.946666666666667,1.00309267049145,1.00071865460152,1.00001236807888,1.00046886050545,52.731
269,-0.214849999998623,0.973333333333333,1.0011199058205,1.00048520929951,1.00022329567842,1.0005817292642,52.766
270,-1.90120833333247,0.924444444444444,1.00086645431961,1.00035559682773,1.00195479624257,1.00047330707881,52.695
271,-1.31826388889034,0.96,1.00079666533599,1.00065857502948,1.00092238046776,1.00055375941109,52.541
272,4.29203055555497,0.964444444444444,0.999939761660324,1.00083744151085,0.999887774735742,0.999872088537614,52.603
273,-0.143344444444218,0.96,0.999987749923558,1.00044553084437,1.00145700424608,1.00029304416507,52.144
274,0.519647222222032,0.933333333333333,0.999821169871244,1.00004899975024,1.0003632316739,1.00037457472996,52.774
275,3.88321388888827,0.955555555555556,0.999770058807763,1.00035135091051,1.00074758718653,0.999827782740145,53.732
276,1.15249444444557,0.942222222222222,1.00068758736593,1.00025990797838,1.00025673417481,1.00009752407562,52.896
277,-0.0742194444429265,0.968888888888889,1.00089803002419,0.999982614033624,1.00148699871628,0.999757297550277,53.786
278,0.17682777777882,0.955555555555556,1.00231944457769,1.00007429066647,0.999946732403413,1.00075598505352,53.115
279,-1.62195555555483,0.955555555555556,1.00027286890472,1.0005683081259,1.00078095758408,1.00013571646293,53.794
280,-0.905038888890078,0.964444444444444,1.00102437867982,1.00060623321857,1.0005981858109,0.999791576337019,52.9240000000001
281,1.83030000000096,0.937777777777778,1.00631651612899,1.00041725187131,0.99983655454606,0.999870858130655,52.812
282,0.397172222222386,0.946666666666667,0.999902055619201,0.999715534235672,0.999876270227717,0.999904706352669,53.791
283,-0.720647222220716,0.942222222222222,0.999914702179979,0.999825098928346,1.00058861801256,1.00070493077535,52.771
284,3.73202499999993,0.951111111111111,1.00016214241864,1.00012871661744,1.00060861408385,1.00175181653398,53.674
285,-1.20416944444399,0.951111111111111,1.00022220620159,1.00039718809417,0.999964779366593,1.00059728265934,52.499
286,-1.42001111111185,0.964444444444444,1.00030715306233,1.00054131825183,1.00008824801654,1.00080243542812,53.021
287,-0.945430555553804,0.96,0.999790642821418,0.99988386049283,1.0013381603694,1.00044337613977,53.015
288,-3.59113888889015,0.955555555555556,1.00057288378674,1.00292981743942,1.00222293874537,1.00054363086605,53.021
289,3.10808333333161,0.946666666666667,1.00024235938838,0.999706462801738,1.00041486797476,1.00058791283429,52.818
290,-1.97278888888995,0.951111111111111,1.00015029051536,1.0018181088833,0.999932612959454,1.00016897411816,52.563
291,2.39770555555524,0.96,0.999954964711532,1.00094354157775,1.00072831270017,1.00019919292075,52.793
292,4.36204999999969,0.951111111111111,1.00092902327682,1.00010302777435,1.0002216936091,1.0006925658552,53.254
293,2.6067972222223,0.968888888888889,1.00025927200445,1.00042202414675,1.00006632383666,1.00016293209867,52.889
294,2.74589999999953,0.982222222222222,1.0016846001222,0.999866875155847,1.00059849119846,0.999927146422756,54.036
295,0.0185499999990371,0.96,1.00194865414546,1.00024619832271,1.00107625468952,1.0005219291718,52.771
296,-2.74914722222372,0.964444444444444,1.00034764326652,1.00036737308266,0.999828801924318,1.00034985282314,53.13
297,-1.22559166666118,0.937777777777778,1.00033433066415,1.00035706827469,1.00048433147857,0.999885142871671,53.312
298,3.14169999999919,0.96,1.0002325509238,0.99998061563341,1.00297026090037,1.00148766795236,53.17
299,7.87298333333379,0.946666666666667,1.00179124593463,1.0000856381871,1.00075230340335,0.999896320701805,53.316
300,-0.759947222222158,0.946666666666667,1.00129644532632,1.00016190440313,0.999849762659425,1.0012589768191,52.3000000000001
