"Run","Bias","CI_Coverage","Gelman_rho","Gelman_log_kappa","Gelman_P1","Runtime"
351,-3.52576388888765,0.946666666666667,1.00040883498695,1.00141503730211,1.00246588979027,156.83
352,-0.189688888887489,0.933333333333333,1.00031373411382,1.00096786388325,0.999767620521782,156.558
353,1.42827222222044,0.964444444444444,1.00006458923668,1.00057122738862,0.999895221097349,156.027
354,-3.25792500000003,0.946666666666667,1.00068774485371,1.00008791876472,1.00063797491371,155.215
355,-2.39856666666597,0.92,1.00146942676019,1.00006489264945,1.00043816563119,154.928
356,-1.6956861111113,0.942222222222222,1.00117323258599,1.00042760075928,0.999932115879472,155.327
357,-6.78099999999977,0.942222222222222,1.00049584417325,1.00057490285764,1.00050178050897,154.444
358,1.990672222223,0.973333333333333,1.00022445976497,1.00072195047759,1.0006706291021,154.996
359,-3.98601111111252,0.946666666666667,1.00049391634463,1.00021648562329,1.00001046862664,156.384
360,-1.38426388888993,0.977777777777778,1.00033480950981,1.0001142624043,1.00163778625916,156.27
361,-0.280461111109662,0.942222222222222,1.00117782665432,0.999925937800941,1.00022852856216,155.14
362,3.39870000000121,0.964444444444444,1.00054288038981,1.00033236357717,1.0001321044598,154.554
363,2.75206944444455,0.973333333333333,1.00379816570703,1.0011875090978,1.00028736272258,155.56
364,-1.89141388889022,0.92,1.00019344845416,1.0029167301003,1.00020348936688,156.397
365,0.804047222221178,0.946666666666667,1.00277860262676,1.00012481926915,0.999922272512799,156.749
366,-0.521352777777841,0.937777777777778,1.00114890375863,1.00023963533455,1.00007204477528,155.087
367,-3.6887083333348,0.955555555555556,1.00236715149648,1.00043859735732,1.00025217521767,154.87
368,3.76130277777895,0.951111111111111,0.999791715154875,1.00133493206426,1.00104113720254,155.536
369,5.42304722222421,0.96,1.00157197807534,1.00039653225399,0.999809079403392,155.904
370,2.75536111111271,0.946666666666667,1.00218456312899,1.00038790138579,1.00018852992787,155.164
371,2.21871666666688,0.964444444444444,1.00056299016761,1.00071050107686,0.99980818594003,155.85
372,-1.02726666666598,0.937777777777778,1.00022751635857,0.999944357979692,1.00001815935028,155.541
373,1.74907777777758,0.955555555555556,1.0003589046,1.00020166725115,1.00041789621178,155.947
374,-6.64347777777811,0.928888888888889,1.00011929747847,1.00014090489526,1.00013571263641,156.838
375,-1.68933055555433,0.955555555555556,1.0008221743659,1.00021025891702,1.00002738313192,156.418
376,2.38259722222097,0.951111111111111,1.00097374487585,1.00032794241185,0.999969005441374,156.702
377,1.2013777777784,0.942222222222222,0.999964098895346,1.00057569390369,0.99989807210104,156.485
378,-3.16865277777612,0.946666666666667,1.00315561922708,1.00045868110027,1.00045527375642,155.493
379,5.53433888888861,0.946666666666667,1.00137002314422,1.00070716335953,1.00087634632219,155.611
380,-5.87537222222087,0.946666666666667,0.999761660842057,1.00016215131142,0.99983173607872,155.635
381,-2.65654166666684,0.96,1.00202177960147,1.00040706598997,1.00013358311563,156.622
382,2.81711666666577,0.942222222222222,1.00042828711996,1.00060619449325,1.00162125874363,156.048
383,-7.9407638888891,0.937777777777778,0.999836607380544,1.00024035699487,1.0004971580525,155.547
384,1.52727500000078,0.951111111111111,1.00048059799054,1.00052298792845,0.999747498763958,154.937
385,1.68752777777801,0.946666666666667,1.00310811922366,1.00063747479282,0.999811640312446,155.633
386,3.7008361111128,0.955555555555556,1.00006770033839,1.00009000595543,1.00126212689193,156.078
387,0.640455555555251,0.977777777777778,1.00017345870876,1.00045174577462,1.00091303594808,156.255
388,2.7786027777764,0.96,1.00195485339258,1.00028571874584,1.00042020529463,156.303
389,4.54832499999869,0.951111111111111,1.00029025879738,0.999778517007363,1.00030163401316,155.451
390,-2.1993805555545,0.933333333333333,0.999945362361378,1.00029236046396,1.00022815073195,155.71
391,-4.33401388888859,0.96,1.00101935262631,1.0008581863204,1.00016869174562,156.754
392,2.51240277777825,0.924444444444444,1.00125466416542,1.00052177503886,0.999870830854361,156.171
393,-1.69570000000134,0.951111111111111,1.00078656769354,0.999741537122384,1.00143510890589,156.437
394,-2.04318611111086,0.937777777777778,1.00155891375362,1.0001311091497,1.00013331395617,156.177
395,-5.35149444444314,0.933333333333333,1.00017457584853,0.9999673304669,1.00008276928509,155.606
396,0.734347222221151,0.955555555555556,0.999848109514932,1.00052977995168,1.00053170958602,156
397,1.50279722222273,0.96,1.0000231322254,1.00030214753522,0.999853710367302,155.661
398,-0.429636111111481,0.977777777777778,1.00140481091507,1.00051335967737,1.00060491599502,156.424
399,-0.106619444444998,0.964444444444444,1.00122562470531,1.00046537230003,0.999816963001576,155.42
400,-1.70333055555597,0.96,0.999863166732944,1.00023770918911,1.00055415816556,155.508
