"Run","Bias","CI_Coverage","Gelman_rho","Gelman_log_kappa","Gelman_P1","Runtime"
1,-7.62171111111017,0.942222222222222,1.00000876692005,1.00020871674877,0.999819709116595,154.528
2,-3.76079722222237,0.951111111111111,1.00145610943476,1.00079507794347,1.00099658261268,155.293
3,0.949230555556018,0.915555555555556,1.00063566669168,1.00018796709148,1.00006020745635,155.02
4,-0.0743111111120562,0.946666666666667,1.00007756670967,1.00111440444759,0.999902433032296,155.177
5,-0.737644444445181,0.977777777777778,1.00089353182478,1.00032786397414,1.00027049682437,155.165
6,-7.75510000000093,0.928888888888889,1.00040876941211,1.00002496137956,1.00042089154466,155.513
7,3.09316666666593,0.92,0.999797939600943,1.00025927096573,1.00025071102395,154.989
8,-0.713180555556978,0.942222222222222,1.00083741048197,1.00090695628551,1.00010382525793,157.309
9,0.98314444444448,0.924444444444444,1.000439801555,0.999733856955114,1.00186755340829,155.702
10,-0.364355555556604,0.946666666666667,1.00038970953315,1.00009779091646,1.00081224939815,154.627
11,-2.45871944444408,0.955555555555556,1.00025162078166,0.999731946779479,0.99998243998308,155.541
12,3.89844722222182,0.933333333333333,1.00290773789038,1.00004258511338,1.00081323867306,155.501
13,-1.96994722222471,0.955555555555556,1.00017373984453,0.999850507606992,0.999908465136254,157.388
14,-2.38021111111204,0.951111111111111,1.00132489224777,1.00030345183923,1.00052437388966,154.671
15,-2.23280833333402,0.96,1.00285458338526,0.99995060167138,1.00031767659211,155.311
16,-2.01371944444569,0.942222222222222,1.00032103229713,1.00007806107344,1.00008105449767,155.131
17,-4.83819444444256,0.955555555555556,0.99988897230711,1.00000955526971,1.00017024300847,155.056
18,-2.69375555555603,0.955555555555556,1.00192868154857,1.00029086732426,1.00023713632255,157.211
19,-0.606663888886439,0.96,1.00081738060097,1.00015281450365,1.00028395075247,154.897
20,-0.981125000001638,0.946666666666667,1.0004883031531,1.0019213781534,1.00038565420409,155.516
21,-1.8530249999995,0.946666666666667,1.00100112165659,1.00051033042361,1.00032391258357,154.927
22,-3.38689166666642,0.937777777777778,1.00015904488069,1.00015138869165,1.00026172318553,155.075
23,1.37293055555783,0.973333333333333,1.00003009289515,1.00104181732436,1.00122053218037,157.496
24,-2.34877777777738,0.955555555555556,1.00009005373273,0.999995852897383,1.00027051804057,154.848
25,2.33228055555287,0.942222222222222,1.00180302021233,1.00057517406744,1.00010222501064,154.767
26,-1.67555833333249,0.955555555555556,1.0008529193848,1.00068358620857,1.00050585578544,154.299
27,-2.90602777777881,0.968888888888889,1.00092133776253,0.999958447085587,1.00050611807452,155.352
28,-2.87425277777702,0.968888888888889,1.00100500299856,0.999767746967579,1.00028737656078,154.929
29,1.69959166666654,0.955555555555556,1.00333724415506,1.00016948941271,0.99976930789098,155.514
30,-1.35878333333302,0.942222222222222,1.000428158416,1.00013193928366,1.00117073389599,156.207
31,-2.05132777777459,0.928888888888889,0.999821555929926,1.00086368428627,1.00245754418859,154.732
32,-1.29186111111117,0.955555555555556,1.00105203979226,0.999866900077518,0.999826712050665,155.34
33,-0.659188888888835,0.964444444444444,1.00276967554306,1.00025318751949,1.00006923148482,156.164
34,4.30461666666592,0.942222222222222,1.00046142516527,1.00012552510749,0.999963921139095,155.684
35,-0.115530555556939,0.964444444444444,1.00047095438747,1.00064148641752,1.00124042384202,159.605
36,1.38161388888998,0.955555555555556,1.00128544358051,1.0006357127233,0.999771434257493,155.097
37,0.41422777777786,0.946666666666667,1.00066253416478,0.999940866118037,0.999936641233663,156.309
38,0.952461111111148,0.946666666666667,0.999790591348048,1.00026830471361,0.999991219238477,154.915
39,-0.632219444446028,0.942222222222222,0.999952369707577,1.00075068774849,0.99997235876052,155.463
40,1.48592777777689,0.937777777777778,1.00077733391658,1.00014933269772,1.00016072989458,157.604
41,0.226980555555181,0.982222222222222,1.00309613084702,1.00017145404916,1.00104047348508,155.802
42,-1.47021944444549,0.955555555555556,1.00009951612718,1.00076725890509,1.0005471745001,155.22
43,3.44083888888715,0.968888888888889,1.00070385363463,1.00004698562362,1.00026288094352,154.774
44,-2.42709444444138,0.968888888888889,1.0007134803199,1.00046628929195,1.00082425906311,153.989
45,-2.07230000000006,0.933333333333333,0.999856517024833,1.00006521412677,1.00159514482294,155.577
46,0.155788888886326,0.973333333333333,1.0002797135523,0.999950717184386,1.00037539461107,154.526
47,-1.37507222222198,0.946666666666667,1.0005805221068,1.00129003337282,0.999790406199852,155.061
48,-4.34151944444494,0.968888888888889,1.0012117015311,1.00037914159061,1.00002473288848,154.901
49,-0.307591666665659,0.946666666666667,1.00075224036284,1.00103931423131,0.999926319181262,154.958
50,-5.79790277777787,0.92,1.00096519616195,1.00063852403605,1.00016565287663,158.013
