"Run","NoBench_Bias","NoBench_Coverage","NoBench_Gelman_rho","NoBench_Gelman_log_kappa","NoBench_Gelman_S1","NoBench_Gelman_P1","NoBench_Runtime","Bench_Bias","Bench_Coverage","Bench_Gelman_rho","Bench_Gelman_log_kappa","Bench_Gelman_S1","Bench_Gelman_P1","Bench_Runtime","Diff_Bench_Pstar","Diff_NoBench_Pstar","Diff_Bench_NoBench"
251,-4.09626388889006,0.951111111111111,1.00026254511127,0.99980964323461,1.00039863088017,1.0008911324297,34.242,-4.25955000000014,0.951111111111111,1.00021936066842,0.999907606096012,1.0019584035284,1.00021005435803,89.258,1.09543888888876,1.05286388888777,1.4421638888905
252,-3.95811666666707,0.96,1.00118190266443,1.00041307430412,0.999898919901874,1.00026303129754,34.106,-3.92424444444311,0.968888888888889,1.00087411833241,1.00121956012642,1.00078711387012,0.999924149256127,87.542,1.01176666666715,1.16553333333458,1.43294999999915
253,-0.418308333334546,0.964444444444444,1.00211627355419,1.00020016969011,1.00037476104989,1.00123668887513,31.095,-0.389077777778042,0.96,1.00082386288498,0.999965581068717,1.00050728875454,1.00027696749703,80.703,1.1072722222206,1.08275277777864,1.53249166666584
254,1.31366388888988,0.937777777777778,1.00044779963958,1.00051598732537,1.00066199739835,1.00051423525209,34.888,1.28843055555373,0.937777777777778,1.00012168863708,1.00014320932786,1.00080527447625,0.999785194486439,89.6,1.02430277777645,1.14528611111056,1.36682222222128
255,2.37644444444324,0.933333333333333,0.999851471374621,1.00091107638658,1.00027113778486,1.00020482451268,34.194,2.56488611110918,0.937777777777778,1.00061675939891,1.00137864107071,0.999956251949326,0.999932662279599,87.55,1.00715833333512,1.13482777777871,1.47203055555752
256,-3.93679166666717,0.955555555555556,0.999958377620908,1.00001525825974,1.00056990191864,1.00013192778158,35.082,-3.89825000000105,0.955555555555556,1.00006988585004,0.999909585197325,1.00019123003073,1.00012969636349,89.279,1.04996111110683,1.10284166666784,1.55386944444254
257,-0.758094444444683,0.951111111111111,0.99993375127055,1.00009696167568,1.00166372727478,1.00083693880427,34.28,-0.838661111113839,0.955555555555556,1.00042303328867,1.00053243302315,1.00034354704987,1.00012707349063,87.636,1.01819999999924,1.11149444444409,1.40041666666514
258,0.348066666666221,0.973333333333333,0.999901289517351,1.00001205112915,1.000499452932,1.00031096951089,31.583,0.199950000000551,0.977777777777778,1.00044042068139,1.00000145615647,1.00061430709504,1.00044503132683,80.621,1.11041111110907,1.00066666666516,1.39863888889133
259,0.267197222222829,0.915555555555556,1.00105468742278,1.00018515445415,1.00024623736137,1.00089223899921,34.805,0.293205555555081,0.915555555555556,1.0016108812891,0.999838568810024,1.00028457754371,1.00026212572333,89.004,1.10185555555642,1.10001388888843,1.35198611111282
260,-4.03501666666536,0.942222222222222,1.00097827523953,1.00035642518991,1.0001968876011,0.999973651049982,34.184,-3.99898333333499,0.937777777777778,1.0015048630761,1.00006670392922,1.00103029639876,1.00096977699198,87.526,1.11656666666663,1.0931722222235,1.41931111111018
261,2.32778333333351,0.951111111111111,1.00033038012184,1.00126337172582,1.00013513387785,0.999924169083336,34.832,2.30083888888863,0.951111111111111,1.00002427116156,1.00170384431776,0.999845958942539,1.00025379554725,89.06,1.06151666666687,1.11441111111053,1.31894444444518
262,-3.83443333333374,0.924444444444444,1.0014094924276,1.00024634705811,1.00021705830138,0.99985431801794,34.257,-3.93150277777801,0.92,1.00101723748623,1.00072272960038,1.00017320535523,0.999970893940168,88.196,1.06352500000124,1.01153888888867,1.30608055555459
263,3.63731111111125,0.968888888888889,1.0007518303696,0.999894238565703,1.00068750191396,0.999730290888923,31.534,3.46888055555739,0.977777777777778,0.999907640572183,0.999934503791123,1.00036777022609,1.00044709434236,80.904,1.04070277777681,1.02406111111108,1.35682499999748
264,0.636269444444406,0.951111111111111,1.00144875981063,1.00002119369642,1.00140134513671,1.00009087480167,34.938,0.731061111111539,0.96,1.00037294076486,1.00006157469845,1.00064613762599,0.999705841015672,89.142,1.05449444444581,1.05918611111005,1.40488055555692
265,1.70373333333359,0.92,1.0005533607757,0.999936862779576,0.999931702055198,1.00035243636163,34.046,1.5590027777791,0.911111111111111,1.00022930633988,1.00005069377021,1.0004913667999,0.999895462081773,87.617,1.06837499999939,1.10996111110909,1.40632499999972
266,-5.39449166666685,0.946666666666667,1.00024364049749,1.00012486570801,0.999877182115292,1.00026045669595,34.97,-5.71892499999935,0.951111111111111,1.00002988826608,1.00074212537252,0.999720946448125,1.00067544004916,89.103,1.26036388888925,1.03920277778007,1.55734999999931
267,1.34247499999998,0.96,1.00015606826066,0.999829785609309,1.00291941991361,1.00102006990173,34.259,1.2966888888908,0.951111111111111,1.00121400436722,1.00022883632777,1.00005678568903,0.999784371081766,87.982,1.05876666666627,0.991236111110476,1.38520277777771
268,8.80625833333338,0.964444444444444,1.00065002209153,1.00003545490082,0.999771145742473,1.00007713139445,31.793,8.77761666666596,0.964444444444444,1.00026520524101,1.00021514403582,1.00065235759464,0.999776774492835,80.784,1.06731666666655,1.23546944444436,1.52351388888916
269,-0.791750000000463,0.933333333333333,1.00010036264033,1.00018656159422,0.999814664188782,0.999750870002826,34.744,-0.775305555555237,0.933333333333333,0.99983609665301,0.999960565287061,1.00123646538222,1.00055386938239,89.053,1.16826666666635,1.0287888888879,1.42985555555405
270,-3.55266111111117,0.96,1.00098957965789,1.00057019585228,1.00032597604616,0.99987286485769,33.942,-3.45024166666674,0.951111111111111,1.00064079666524,0.999819854244758,1.0006446769268,1.00113345205688,87.563,1.11620833333546,1.1942944444451,1.59570833333312
